,id,code,label
444,444,"FileAST Decl ArrayDecl ArrayDecl SG int 60 60 Decl ArrayDecl ArrayDecl map char 60 60 Decl ArrayDecl vis int 600 Decl FuncDecl ParamList Decl x int Decl y int GetSG int FuncDef Decl FuncDecl main int Compound Decl n int Decl m int Decl ans int Decl i int Decl j int Decl a int Decl k int FuncCall freopen ExprList ""hdoj2873.txt"" ""r"" stdin FuncCall freopen ExprList ""hdoj2873ans.txt"" ""w"" stdout FuncCall memset ExprList sg 0 sizeof sg For = i 1 <= i 50 ++ i For = j 1 <= j 50 ++ j FuncCall getsg ExprList i j While && != FuncCall scanf ExprList ""%d%d"" & n & m eof n Compound = ans 0 If ans FuncCall printf ExprList ""John\n"" FuncCall printf ExprList ""Jack\n"" End End",0
526,526,FileAST FuncDef Decl FuncDecl ParamList Decl n int Decl m int bianyuan int Compound Decl ArrayDecl ArrayDecl juzhen int 100 100 Decl i int Decl j int Decl result int = result 0 For = i 1 < i - n 1 ++ i Compound += result ArrayRef ArrayRef juzhen i - m 1 End Return result End Decl FuncDecl main int,0
771,771,,1
447,447,"FileAST FuncDef Decl FuncDecl ParamList Decl m int Decl n int juzhen void Compound Decl ArrayDecl ArrayDecl a int 100 100 Decl i int Decl j int Decl sum int 0 For = j 0 < j n ++ j Compound = sum + + sum * + * a j * + * - + a m 1 j End If == m 1 Compound = sum 0 End If == n 1 Compound = sum 0 End FuncCall printf ExprList ""%d\n"" sum End Decl FuncDecl main int",0
870,870,,1
681,681,"FileAST Decl ArrayDecl a int 999999 FuncDef Decl FuncDecl main int Compound Decl n int While ~ FuncCall scanf ExprList ""%d"" & n Compound For DeclList Decl i int 0 < i n ++ i Compound FuncCall scanf ExprList ""%d"" & ArrayRef a i End FuncCall sort ExprList a + a n FuncCall printf ExprList ""%d\n"" ArrayRef a / + n 1 2 End Return 0 End",1
216,216,"FileAST FuncDef Decl FuncDecl main int Compound Decl k int Decl i int Decl j int Decl h int Decl m int Decl n int Decl sum int 0 Decl minus int 0 Decl ArrayDecl ArrayDecl a int 100 100 Decl ArrayDecl b int 100 FuncCall scanf ExprList ""%d"" & k For = h 0 < h k ++ h Compound FuncCall scanf ExprList ""%d%d"" & m & n For = i 0 < i m ++ i Compound For = j 0 < j n ++ j Compound FuncCall scanf ExprList ""%d"" & ArrayRef ArrayRef a i j += sum ArrayRef ArrayRef a i j End End For = i 1 < i - m 1 ++ i Compound For = j 1 < j - n 1 ++ j Compound += minus ArrayRef ArrayRef a i j End End = ArrayRef b h - sum minus = sum 0 = minus 0 End Return 0 End",0
437,437,FileAST FuncDef Decl FuncDecl main int Compound Decl k int Decl m int Decl n int Decl i int Decl j int Decl sum int >> cin k While -- k Compound = sum 0 >> >> cin m n Decl ArrayDecl ArrayDecl a int n m For = i 0 < i m ++ i For = j 0 < j n ++ j >> cin * + * + a i j If == m 1 Compound << << cout sum endl Continue End If == n 1 Compound << << cout sum endl Continue End << << cout sum endl End Return 0 End,0
34,34,"FileAST FuncDef Decl FuncDecl main int Compound Decl k int Decl m int Decl n int Decl ArrayDecl ArrayDecl sz int 100 100 Decl i int Decl j int Decl l int Decl sum int 0 FuncCall scanf ExprList ""%d"" & k For = l 0 < l k ++ l Compound FuncCall scanf ExprList ""%d%d"" & m & n For = i 0 < i m ++ i Compound For = j 0 < j n ++ j Compound FuncCall scanf ExprList ""%d"" & ArrayRef ArrayRef sz i j End End For = j 0 < j n ++ j Compound = sum + sum ArrayRef ArrayRef sz 0 j End For = i 1 < i m ++ i Compound = sum + sum ArrayRef ArrayRef sz i - n 1 End For = j 0 < j - n 1 ++ j Compound = sum + sum ArrayRef ArrayRef sz - m 1 j End For = i 1 < i - m 1 ++ i Compound = sum + sum ArrayRef ArrayRef sz i 0 End FuncCall printf ExprList ""%d\n"" sum = sum 0 End Return 0 End",0
561,561,FileAST FuncDef Decl FuncDecl main int Compound Decl k int Decl m int Decl n int Decl ArrayDecl ArrayDecl a int 110 110 Decl sum int 0 >> cin k For DeclList Decl e int 1 <= e k ++ e Compound >> >> cin m n For DeclList Decl i int 1 <= i m ++ i For DeclList Decl j int 1 <= j n ++ j >> cin ArrayRef ArrayRef a i j If && == m 1 == n 1 << << cout ArrayRef ArrayRef a 1 1 endl Compound For DeclList Decl i int 1 <= i n ++ i = sum + sum ArrayRef ArrayRef a 1 i For DeclList Decl i int 1 <= i m ++ i = sum + sum ArrayRef ArrayRef a i 1 For DeclList Decl i int 1 <= i n ++ i = sum + sum ArrayRef ArrayRef a m i For DeclList Decl i int 1 <= i m ++ i = sum + sum ArrayRef ArrayRef a i n = sum - - - - sum ArrayRef ArrayRef a 1 1 ArrayRef ArrayRef a 1 n ArrayRef ArrayRef a m 1 ArrayRef ArrayRef a m n << << cout sum endl = sum 0 End End Return 0 End,1
53,53,FileAST FuncDef Decl FuncDecl main int Compound Decl k int Decl ArrayDecl ArrayDecl a int 100 100 Decl i int Decl j int Decl m int Decl n int Decl sum int 0 >> cin k For DeclList Decl l int 0 < l k ++ l Compound >> >> cin m n For = i 0 < i m ++ i For = j 0 < j n ++ j >> cin ArrayRef ArrayRef a i j For = j 0 < j n ++ j Compound = sum + + sum ArrayRef ArrayRef a 0 j ArrayRef ArrayRef a - m 1 j If == - m 1 0 = sum - sum ArrayRef ArrayRef a - m 1 j End For = i 1 < i - m 1 ++ i Compound = sum + + sum ArrayRef ArrayRef a i 0 ArrayRef ArrayRef a i - n 1 If == - n 1 0 = sum - sum ArrayRef ArrayRef a i - n 1 End << << cout sum endl = sum 0 End Return 0 End,0
846,846,,1
813,813,,1
578,578,FileAST FuncDef Decl FuncDecl main int Compound Decl n int 0 >> cin n Decl ArrayDecl result int 100 For DeclList Decl i int 0 < i n ++ i Compound << cout ArrayRef result i If < i - n 1 << cout endl End Return 0 End,1
587,587,"FileAST FuncDef Decl FuncDecl main int Compound Decl ArrayDecl ArrayDecl a int 200 200 Decl t int Decl n int Decl m int Decl i int Decl j int Decl s int Decl PtrDecl ArrayDecl p int 200 FuncCall scanf ExprList ""%d"" & t While -- t Compound FuncCall scanf ExprList ""%d%d"" & n & m = p a = s 0 If > n 1 For = i 1 < i - n 1 ++ i = s + s * * + p i If > m 1 FuncCall printf ExprList ""%d\n"" s End End",1
753,753,,1
470,470,"FileAST FuncDef Decl FuncDecl main int Compound Decl a int Decl b int Decl c int Decl d int 0 Decl ArrayDecl x int 13 InitList 0 31 28 31 30 31 30 31 31 30 31 30 31 Decl ArrayDecl y int 13 InitList 0 31 29 31 30 31 30 31 31 30 31 30 31 FuncCall scanf ExprList ""%d %d %d"" & a & b & c Decl i int If || && == % a 4 0 != % a 100 0 && == % a 100 0 == % a 400 0 Compound For = i 1 < i b ++ i Compound = d + d ArrayRef y i End FuncCall printf ExprList ""%d"" + d c End Compound FuncCall printf ExprList ""%d"" + d c End Return 0 End",0
401,401,FileAST FuncDef Decl FuncDecl main int Compound Decl num int Decl ii int Decl m int Decl n int Decl i int Decl j int Decl ArrayDecl ArrayDecl str int 111 111 Decl total int >> cin num For = ii 1 <= ii num ++ ii Compound >> >> cin m n For = i 0 < i m ++ i For = j 0 < j n ++ j >> cin ArrayRef ArrayRef str i j = total 0 For = i 0 < i n ++ i = total + total * + * str i For = i 0 < i n ++ i = total + total * + * - + str m 1 i For = i 1 < i - m 1 ++ i = total + total * * + str i For = i 1 < i - m 1 ++ i = total + total * - + * + str i n 1 << << cout total endl End Return 0 End,0
494,494,"FileAST FuncDef Decl FuncDecl main int Compound Decl y int Decl m int Decl d int Decl x int 0 Decl i int Decl ArrayDecl a int 12 InitList 31 29 31 30 31 30 31 31 30 31 30 31 Decl ArrayDecl b int 12 InitList 31 28 31 30 31 30 31 31 30 31 30 31 FuncCall scanf ExprList ""%d"" & y FuncCall scanf ExprList ""%d"" & m FuncCall scanf ExprList ""%d"" & d If || == % y 400 0 && != % y 100 0 == % y 4 0 For = i 0 < i - m 1 ++ i = x + x ArrayRef a i = x + x d FuncCall printf ExprList ""%d"" x End",0
604,604,FileAST Typedef ll long Decl N int 1000010 Decl mod int + 1e9 7 Decl tot int 0 Decl ArrayDecl check int n Decl ArrayDecl mu int n Decl ArrayDecl fib int n Decl ArrayDecl prime int n Decl ArrayDecl inv int n Decl ArrayDecl g int n Decl ArrayDecl f int n FuncDef Decl FuncDecl ParamList Decl a ll Decl b ll q_mod ll Compound Decl res ll 1 While b Compound If & b 1 = res % * res a mod >>= b 1 = a % * a a mod End Return res End FuncDef Decl FuncDecl mobius void Compound = ArrayRef mu 1 1 Decl n int 1000005 = ArrayRef fib 0 0 = ArrayRef fib 1 1 For DeclList Decl i int 2 <= i n ++ i Compound = ArrayRef inv i FuncCall q_mod ExprList ArrayRef fib i - mod 2 End End Decl t int Decl n int Decl m int Decl FuncDecl solve int Decl FuncDecl main int,1
464,464,"FileAST Typedef ll long Decl ArrayDecl s int 123 Decl sz int FuncDef Decl FuncDecl calc ll Compound Decl ans ll 1 For DeclList Decl i int 1 <= i sz ++ i Compound Decl tp ll 0 For DeclList Decl j int 1 <= j sz ++ j Compound If < ArrayRef s j + i 1 Compound ++ tp End End *= ans - tp - i 1 End Decl f int 0 For DeclList Decl i int 1 <= i sz ++ i Compound If == ArrayRef s i ArrayRef s - i 1 ++ f = f 1 /= ans f End Return ans End FuncDef Decl FuncDecl ParamList Decl argc int Decl ArrayDecl PtrDecl argv char main int Compound Decl t int >> cin t While -- t Compound Decl n ll >> cin n = sz 0 Decl k int 2 FuncCall memset ExprList s 0 sizeof s While > n 0 Compound = ArrayRef s ++ sz % n k /= n k ++ k End << << << cerr ""sz = "" sz endl FuncCall sort ExprList + s 1 + + s 1 sz Decl ans ll FuncCall calc If == ArrayRef s 1 0 Compound For DeclList Decl i int 1 <= i sz ++ i Compound = ArrayRef s i ArrayRef s + i 1 End -= sz 1 -= ans FuncCall calc End << << cout - ans 1 endl End Return 0 End",0
302,302,FileAST Decl ArrayDecl ArrayDecl dp int 12345 123 Decl ArrayDecl w int 123 Decl ArrayDecl v int 123 FuncDef Decl FuncDecl main int Compound Decl n int Decl V int >> >> cin n v For DeclList Decl i int 1 <= i n ++ i Compound >> >> cin ArrayRef w i ArrayRef v i End << << cout ArrayRef ArrayRef dp n v endl Return 0 End,0
271,271,FileAST Typedef LL long Decl maxn LL + 1000 10 Decl mod LL 10000000 Decl ArrayDecl ArrayDecl a char 12 12 FuncDef Decl FuncDecl main int Compound Decl n int Decl m int While >> >> cin n m Compound For DeclList Decl i int 1 <= i n ++ i Compound For DeclList Decl j int 1 <= j n ++ j Compound >> cin ArrayRef ArrayRef a i j End End Decl k int % m 4 If == k 0 Compound End If || == k 1 == k - 3 Compound End If || == k 2 == k - 2 Compound End If || == k 3 == k - 1 Compound End End Return 0 End,0
946,946,,1
840,840,,1
51,51,FileAST FuncDef Decl FuncDecl main int Compound Decl n int Decl i int Decl T int Decl sum double >> cin t While -- t Compound >> cin n = sum 0.0 For = i 2 <= i n ++ i Compound += sum FuncCall log10 ExprList i End << << cout + Cast Typename TypeDecl int sum 1 endl End Return 0 End,0
741,741,,1
87,87,FileAST FuncDef Decl FuncDecl ParamList Decl PtrDecl p int Decl m int Decl n int f int Compound Decl row int Decl col int Decl temp int Decl sum int 0 For = row 1 < row + m 1 ++ row Compound For = col 1 < col + n 1 ++ col Compound If || || || == row 1 == row m == col 1 == col n Compound = temp * + + p * n - row 1 col += sum temp End End End Return sum End Decl FuncDecl main int,0
150,150,FileAST Decl n int Decl ArrayDecl a int 35 Decl ArrayDecl ans int 110 Decl num int Decl FuncDecl ParamList Decl x int find int FuncDef Decl FuncDecl ParamList Decl pos int change void Compound For DeclList Decl i int 1 <= i pos ++ i = ArrayRef a i - ArrayRef a i End Decl FuncDecl solve void Decl FuncDecl main int,0
888,888,,1
416,416,FileAST FuncDef Decl FuncDecl main int Compound Decl ArrayDecl a int 10000 Decl ArrayDecl b int 10000 Decl ArrayDecl c int 10000 Decl i int Decl l int Decl n int Decl ArrayDecl sum int 10000 InitList 0 >> cin n For = i 0 < i n ++ i << << cout ArrayRef sum i endl Return 0 End,0
385,385,"FileAST Decl M int + 100 10 Decl N int + 100 10 Decl ArrayDecl ArrayDecl mat int n m FuncDef Decl FuncDecl ParamList Typename TypeDecl void main int Compound Decl cases int Decl i int Decl j int Decl ans int Decl m int Decl n int FuncCall scanf ExprList ""%d"" & cases While -- cases Compound = ans 0 FuncCall scanf ExprList ""%d%d"" & m & n If || == m 0 == n 0 Compound FuncCall printf ExprList ""%d\n"" 0 Continue End If == m 1 Compound For = i 0 < i n ++ i Compound += ans ArrayRef ArrayRef mat 0 i End FuncCall printf ExprList ""%d\n"" ans Continue End If == n 1 Compound FuncCall printf ExprList ""%d\n"" ans Continue End -= ans + + + ArrayRef ArrayRef mat 0 0 ArrayRef ArrayRef mat 0 - n 1 ArrayRef ArrayRef mat - m 1 0 ArrayRef ArrayRef mat - m 1 - n 1 FuncCall printf ExprList ""%d\n"" ans End Return 0 End",0
227,227,"FileAST Decl M int + 100 10 Decl N int + 100 10 Decl ArrayDecl ArrayDecl mat int n m FuncDef Decl FuncDecl ParamList Typename TypeDecl void main int Compound Decl cases int Decl i int Decl j int Decl ans int Decl m int Decl n int FuncCall scanf ExprList ""%d"" & cases While -- cases Compound = ans 0 FuncCall scanf ExprList ""%d%d"" & m & n If || == m 0 == n 0 Compound FuncCall printf ExprList ""%d\n"" 0 Continue End If == m 1 Compound FuncCall printf ExprList ""%d\n"" ans Continue End If == n 1 Compound For = i 0 < i m ++ i Compound += ans ArrayRef ArrayRef mat i 0 End FuncCall printf ExprList ""%d\n"" ans Continue End -= ans + + + ArrayRef ArrayRef mat 0 0 ArrayRef ArrayRef mat 0 - n 1 ArrayRef ArrayRef mat - m 1 0 ArrayRef ArrayRef mat - m 1 - n 1 FuncCall printf ExprList ""%d\n"" ans End Return 0 End",0
43,43,FileAST Decl sum int 0 FuncDef Decl FuncDecl ParamList Decl i int Decl j int Decl k int Decl p int Decl q int ijudge void Compound If || || || == j 0 == j - p 1 == k 0 == k - q 1 += sum i End FuncDef Decl FuncDecl main int Compound Decl n int >> cin n Decl ArrayDecl ArrayDecl a int 100 100 Decl p int Decl q int For DeclList Decl i int 0 < i n ++ i Compound >> >> cin p q = sum 0 For DeclList Decl j int 0 < j p ++ j For DeclList Decl k int 0 < k q ++ k Compound >> cin ArrayRef ArrayRef a j k FuncCall ijudge ExprList ArrayRef ArrayRef a j k j k p q End << << cout sum endl End Return 0 End,0
1041,1041,,1
867,867,,1
430,430,"FileAST FuncDef Decl FuncDecl main int Compound Decl k int Decl m int Decl n int Decl ArrayDecl ArrayDecl sz int 100 100 Decl ArrayDecl sum int 100 Decl i int Decl j int Decl a int Decl b int Decl c int Decl d int Decl e int = b 0 = c 0 = d 0 = e 0 FuncCall scanf ExprList ""%d"" & k For = a 0 < a k ++ a Compound FuncCall printf ExprList ""%d\n"" ArrayRef sum a End Return 0 End",0
310,310,"FileAST FuncDef Decl FuncDecl main int Compound Decl year int Decl ArrayDecl dm int InitList 31 28 31 30 31 30 31 31 30 31 30 31 Decl day int 0 Decl month int 0 FuncCall scanf ExprList ""%d%d%d"" & year & month & day If || == % year 400 0 && == % year 4 0 != % year 100 0 = ArrayRef dm 1 29 Decl i int Decl m int 0 Decl d int 0 For = i 0 < i - month 1 ++ i += d ArrayRef dm i += d day FuncCall printf ExprList ""%d"" d Return 0 End",0
864,864,,1
524,524,"FileAST FuncDef Decl FuncDecl main int Compound Decl i int Decl a int Decl b int Decl c int Decl sum int 0 FuncCall scanf ExprList ""%d%d%d"" & a & b & c If == b 1 = sum 0 If == b 2 = sum 31 Compound = sum 31 If || == % a 400 0 && == % a 4 0 != % a 100 0 = sum + sum 29 = sum + sum 28 For = i 3 < i b ++ i Compound If || || || || == i 3 == i 5 == i 7 == i 8 == i 10 = sum + sum 31 If || || || == i 4 == i 6 == i 9 == i 11 = sum + sum 30 End End = sum + sum c FuncCall printf ExprList ""%d"" sum Return 0 End",0
103,103,"FileAST FuncDef Decl FuncDecl main int Compound Decl l int Decl m int Decl n int Decl t int Decl i int Decl s int FuncCall scanf ExprList ""%d%d%d"" & l & m & n If && == % l 4 0 != % l 100 0 = t 29 If != % l 4 0 = t 28 If && == % l 100 0 != % l 400 0 = t 28 If == % l 400 0 = t 29 Decl ArrayDecl a int 13 InitList 0 31 t 31 30 31 30 31 31 30 31 30 31 If == m 1 = s n = s n For = i 1 < i m ++ i Compound = s + s ArrayRef a i End FuncCall printf ExprList ""%d"" s Return 0 End",0
239,239,"FileAST FuncDef Decl FuncDecl main int Compound Decl a int Decl x int Decl m int Decl n int Decl i int Decl j int Decl k int Decl ArrayDecl sum int 10000 InitList 0 Decl ArrayDecl ArrayDecl sz int 100 100 FuncCall scanf ExprList ""%d"" & a For = i 0 < i a ++ i Compound FuncCall printf ExprList ""%d\n"" ArrayRef sum i End Return 0 End",0
269,269,"FileAST FuncDef Decl FuncDecl main int Compound Decl m int Decl a int Decl b int Decl i int Decl s int Decl c int 0 FuncCall scanf ExprList ""%d %d %d"" & m & a & b If || && == % m 4 0 != % m 100 0 == % m 400 0 Compound Decl ArrayDecl months int 13 InitList 0 31 29 31 30 31 30 31 31 30 31 30 31 = s + c b End Compound Decl ArrayDecl month int 13 InitList 0 31 28 31 30 31 30 31 31 30 31 30 31 For = i 0 < i a ++ i = c + c ArrayRef month i = s + c b End FuncCall printf ExprList ""%d"" s Return 0 End",0
111,111,"FileAST Decl ArrayDecl a int 55 Decl ArrayDecl b int 55 FuncDef Decl FuncDecl main int Compound Decl t int FuncCall scanf ExprList ""%d"" & t While -- t Compound FuncCall memset ExprList a 0 sizeof a FuncCall memset ExprList b 0 sizeof b = ArrayRef a 0 1 Decl num int Decl ans int 0 For DeclList Decl i int 1 <= i 50 ++ i += ans ArrayRef a i FuncCall printf ExprList ""%d\n"" ans End Return 0 End",0
76,76,"FileAST FuncDef Decl FuncDecl main int Compound Decl year int Decl month int Decl day int Decl i int Decl a int 0 Decl b int 0 FuncCall scanf ExprList ""%d %d %d"" & year & month & day Decl ArrayDecl N1 int 13 InitList 0 31 28 31 30 31 30 31 31 30 31 30 31 Decl ArrayDecl N2 int 13 InitList 0 31 29 31 30 31 30 31 31 30 31 30 31 If || && == % year 4 0 != % year 100 0 == % year 400 0 Compound If || < day 1 > day ArrayRef n2 month Compound FuncCall printf ExprList ""wrong\n"" Return - 1 End Compound = b - a day End End Compound If || < day 1 > day ArrayRef n1 month Compound FuncCall printf ExprList ""wrong\n"" Return - 1 End Compound For = i 1 <= i month ++ i Compound += a ArrayRef n1 i End = b - a day End End FuncCall printf ExprList ""%d\n"" b Return 0 End",0
610,610,"FileAST Decl INF int 0x3f3f3f3f Decl MAXN int 25 Decl n int Decl B int Decl s int Decl ArrayDecl v int maxn Decl ArrayDecl dp int * maxn 1000000 Decl FuncDecl solve int FuncDef Decl FuncDecl main int Compound FuncCall scanf ExprList ""%d%d"" & n & b = s 0 For DeclList Decl i int 1 <= i n ++ i Compound FuncCall scanf ExprList ""%d"" & ArrayRef v i += s ArrayRef v i End FuncCall printf ExprList ""%d\n"" FuncCall solve End",1
922,922,,1
686,686,FileAST FuncDef Decl FuncDecl main int Compound Decl k int >> cin k While -- k Compound Decl m int Decl n int Decl i int Decl j int Decl ArrayDecl ArrayDecl a int 100 100 >> >> cin m n Decl sum int 0 For = j 0 < j n ++ j Compound += sum ArrayRef ArrayRef a 0 j += sum ArrayRef ArrayRef a - m 1 j End = i 1 While < i - m 1 Compound += sum ArrayRef ArrayRef a i 0 += sum ArrayRef ArrayRef a i - n 1 ++ i End << << cout sum endl End End,1
382,382,"FileAST Decl ArrayDecl a int 1030 FuncDef Decl FuncDecl main int Compound Decl t int FuncCall scanf ExprList ""%d"" & t While -- t Compound Decl n int Decl k int FuncCall scanf ExprList ""%d%d"" & n & k DoWhile -- k Compound FuncCall next_permutation ExprList a + a n End FuncCall printf ExprList ""%d"" ArrayRef a 0 For DeclList Decl i int 1 < i n ++ i FuncCall printf ExprList "" %d"" ArrayRef a i FuncCall printf ExprList ""\n"" End End",0
480,480,FileAST FuncDef Decl FuncDecl main int Compound Decl ArrayDecl ArrayDecl ArrayDecl a int 99 99 100 InitList 0 Decl ArrayDecl m int 100 Decl ArrayDecl n int 100 Decl k int Decl i int Decl j int Decl l int Decl ArrayDecl sum int 100 InitList 0 Decl leap int >> cin k For = i 0 <= i - k 1 ++ i Compound << << cout ArrayRef sum i endl End Return 0 End,0
966,966,,1
65,65,"FileAST Decl ArrayDecl ArrayDecl dp int 15005 20 Decl ArrayDecl c int 20 Decl ArrayDecl g int 20 FuncDef Decl FuncDecl main int Compound Decl C int Decl G int FuncCall scanf ExprList ""%d%d"" & c & g FuncCall memset ExprList dp 0 sizeof dp For DeclList Decl i int 1 <= i c ++ i Compound FuncCall scanf ExprList ""%d"" & ArrayRef c i End = ArrayRef ArrayRef dp 0 7500 1 FuncCall printf ExprList ""%d\n"" ArrayRef ArrayRef dp g 7500 End",0
15,15,FileAST Decl FuncDecl ParamList Decl a int cnt_row int FuncDef Decl FuncDecl main int Compound Decl x int Decl y int Decl i int Decl p int >> >> cin x y If < x y Compound Decl temp int = temp x = x y = y temp End = p - FuncCall cnt_row ExprList x FuncCall cnt_row ExprList y For = i 0 < i p ++ i = x / x 2 While != x y Compound If == % x 2 0 = x / x 2 = x / - x 1 2 If == % y 2 0 = y / y 2 = y / - y 1 2 End << cout x Return 0 End Decl FuncDecl ParamList Decl a int cnt_row int,0
560,560,"FileAST Decl ArrayDecl a int 50005 Decl ArrayDecl ArrayDecl dp_min int 18 50005 Decl ArrayDecl ArrayDecl dp_max int 18 50005 Decl n int Decl q int Decl l int Decl r int Decl FuncDecl init void Decl FuncDecl ParamList Decl l int Decl r int ask_max int Decl FuncDecl ParamList Decl l int Decl r int ask_min int FuncDef Decl FuncDecl main int Compound FuncCall scanf ExprList ""%d%d"" & n & q For DeclList Decl i int 1 <= i n ++ i FuncCall scanf ExprList ""%d"" & ArrayRef a i FuncCall init While -- q Compound FuncCall scanf ExprList ""%d%d"" & l & r FuncCall printf ExprList ""%d\n"" - FuncCall ask_max ExprList l r FuncCall ask_min ExprList l r End End",1
7,7,FileAST Decl ArrayDecl ArrayDecl v int 100 100 FuncDef Decl FuncDecl ParamList Decl m int Decl n int sum int Compound Decl su int 0 If && >= n 2 >= m 2 Compound End If && >= n 2 == m 1 Compound End If && >= m 2 == n 1 Compound For DeclList Decl i int 0 < i n ++ i Compound += su ArrayRef ArrayRef v i 0 End End Compound = su ArrayRef ArrayRef v 0 0 End Return su End Decl FuncDecl main int,0
595,595,FileAST FuncDef Decl FuncDecl main int Compound Decl t int >> cin t While > t 0 Compound Decl ArrayDecl ArrayDecl a int 102 102 Decl m int Decl n int >> >> cin m n Decl sum int 0 For DeclList Decl i int 0 < i m ++ i Compound For DeclList Decl j int 0 < j n ++ j >> cin * + * + a i j End If == m 1 Compound End Compound End << << cout sum endl -- t End Return 0 End,1
918,918,,1
541,541,"FileAST FuncDef Decl FuncDecl main int Compound Decl year int Decl month int Decl day int Decl ArrayDecl monthday int 12 InitList 31 28 31 30 31 30 31 31 30 31 30 31 FuncCall scanf ExprList ""%d%d%d"" & year & month & day Decl i int Decl sum int 0 For = i 1 < i month ++ i Compound = sum + sum ArrayRef monthday - i 1 End = sum + sum day Decl a int = a % year 4 If && > month 2 || && == a 0 != % year 100 0 == % year 400 0 Compound = sum + sum 1 End FuncCall printf ExprList ""%d"" sum Return 0 End",1
112,112,"FileAST FuncDef Decl FuncDecl main int Compound Decl ArrayDecl ArrayDecl sz int 100 100 Decl n int Decl ArrayDecl s int 100 InitList 0 Decl i int Decl j int Decl len int Decl col int Decl m int Decl sum int 0 FuncCall scanf ExprList ""%d"" & n For = i 0 < i n ++ i Compound FuncCall printf ExprList ""%d\n"" ArrayRef s i End Return 0 End",0
1011,1011,,1
530,530,"FileAST Typedef ll long Decl maxn int 123456 Decl ArrayDecl p int 8 Decl ArrayDecl ArrayDecl sx int 6 maxn Decl ArrayDecl ArrayDecl sy int 6 maxn Decl ArrayDecl ArrayDecl dp int 150 123 Decl ArrayDecl op_s int 123 Decl ArrayDecl op_t int 123 Decl ArrayDecl ArrayDecl id int 6 150 Decl FuncDecl init void Decl FuncDecl ParamList Decl ArrayDecl a int Cantor int Decl FuncDecl ParamList Decl ArrayDecl a int Decl ArrayDecl b int Decl ArrayDecl c int cal void Decl FuncDecl ParamList Decl ArrayDecl a int Decl ArrayDecl b int cal2 void FuncDef Decl FuncDecl main int Compound FuncCall init Decl n int Decl m int While ~ FuncCall scanf ExprList ""%d%d"" & n & m Compound Decl ArrayDecl a int 6 Decl ArrayDecl b int 6 For DeclList Decl i int n >= i 1 -- i Compound For DeclList Decl j int 1 <= j 5 ++ j Compound = ArrayRef a j ArrayRef ArrayRef sy i j End FuncCall cal ExprList ArrayRef sy + i 1 a ArrayRef sy i End FuncCall memset ExprList dp 0x3f sizeof dp Decl x int Decl s int Decl t int = x FuncCall cantor ExprList a = ArrayRef ArrayRef dp 0 x 0 Decl ans int ArrayRef ArrayRef dp m 1 If == ans 0x3f3f3f3f = ans - 1 FuncCall printf ExprList ""%d\n"" ans End Return 0 End",1
370,370,"FileAST FuncDef Decl FuncDecl ParamList Typename TypeDecl void mk void Compound Decl m int Decl n int Decl i int Decl j int Decl k int Decl s int 0 Decl ArrayDecl ArrayDecl a int 100 100 FuncCall scanf ExprList ""%d %d"" & m & n If != m 1 If != n 1 For = i - m 2 > i 0 -- i Compound += s ArrayRef ArrayRef a i 0 End FuncCall printf ExprList ""%d\n"" s End Decl FuncDecl main int",0
639,639,FileAST FuncDef Decl FuncDecl ParamList Decl year int check int Compound If || == % year 400 0 && != % year 100 0 == % year 4 0 Compound Return 1 End Compound Return 0 End End FuncDef Decl FuncDecl main int Compound Decl year int Decl month int Decl day int Decl date int 0 >> cin year >> cin month >> cin day Decl ArrayDecl m int 13 InitList 0 31 28 31 30 31 30 31 31 30 31 30 31 Decl i int For = i 1 < i month ++ i Compound = date + date ArrayRef m i If == i 2 Compound = date + date FuncCall check ExprList year End End = date + date day << << cout date endl Return 0 End,1
432,432,FileAST Decl MOD int 1000000007 Decl MAXN int 1e7 Decl ArrayDecl phi int + maxn 5 Decl ArrayDecl sum long + maxn 5 Decl k long Decl n long Decl m long Decl p long FuncDef Decl FuncDecl GetEuler void Compound FuncCall memset ExprList phi 0 sizeof phi = ArrayRef phi 1 1 = ArrayRef sum 1 1 For DeclList Decl i int 2 <= i maxn ++ i = ArrayRef sum i % + ArrayRef sum - i 1 ArrayRef phi i mod End FuncDef Decl FuncDecl ParamList Decl n long Decl m long Get_K long Compound If == m 0 Return 0 If == m 1 Return ArrayRef phi n If == n 1 Return ArrayRef sum m If == ArrayRef phi n - n 1 Return % + % * ArrayRef phi n FuncCall get_k ExprList 1 m mod FuncCall get_k ExprList n / m n mod For DeclList Decl i int 2 < i maxn ++ i If == % n i 0 Return % + % * ArrayRef phi i FuncCall get_k ExprList / n i m mod FuncCall get_k ExprList n / m i mod End FuncDef Decl FuncDecl ParamList Decl a long Decl b long Decl mod long PowMod long Compound Decl ans long 1 While b Compound If & b 1 = ans % * ans a mod = a % * a a mod >>= b 1 End Return ans End FuncDef Decl FuncDecl ParamList Decl k long Decl p long Cal long Compound If == p 2 Return & k 1 Return FuncCall powmod ExprList k + FuncCall cal ExprList k ArrayRef phi p ArrayRef phi p p End Decl FuncDecl main int,0
801,801,,1
733,733,FileAST FuncDef Decl FuncDecl main int Compound Decl a int Decl b int Decl n int >> cin n For DeclList Decl i int 0 < i n ++ i Compound >> >> cin a b << << cout + a b endl End Return 0 End,1
945,945,,1
